№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru,Description_kor,Description_jpn,Description_zho,Description_rus
274,1,Байгалийн үзэсгэлэнт газар,Тэсийн гол,Tes River,Завхан,Zavkhan,Баянтэс,"Bayantes, Tes",49.737,96.42438,Хөвсгөл аймгийн нутаг Булнайн нуруунаас эх аван 550 км урссаар Увс нуурт цутгадаг манай орны томоохон голуудын нэг юм.,"It is one of the largest rivers in our country, originating in the Bulnai Mountains in Khuvsgul aimag and flowing for 550 km into Uvs Lake.",https://www.dropbox.com/scl/fi/gh3wbhmougcqm0v4yotwt/.jpg?rlkey=8z91wmkgjt8g16yywhmyufpuo&raw=1,테스 강,テス川,特斯河,Река Тес,Khuvsgul aimag의 Bulnai 산맥에서 발원하여 Uvs 호수까지 550km 흐르는 우리나라에서 가장 큰 강 중 하나입니다.,この川は我が国最大の川の一つで、フブスグル・アイマグのブルナイ山脈に源を発し、全長550キロメートルにわたってウブス湖に流れ込みます。,它是我国最大的河流之一，发源于库苏古尔省布尔奈山脉，全长550公里注入乌布苏湖。,"Это одна из крупнейших рек нашей страны, берущая начало в горах Булнай Хубсугулского аймака и впадающая на протяжении 550 км в озеро Увс."
275,1,Байгалийн үзэсгэлэнт газар,Улаагчны хар нуур,Ulaagchny Khar Lake,Завхан,Zavkhan,Эрдэнэхайрхан,Erdenekhairkhan,48.356,96.064,"Эрдэнэхайрхан сумын төвөөс зүүн  хойд зүгт 80 км зайтай оршино. Далайн түвшнээс дээш 1980 метр, 24 км урт, 5-10 км өргөнтэй байна.","It is located 80 km northeast of the center of Erdenekhairkhan soum. It is 1980 meters above sea level, 24 km long, and 5-10 km wide.",https://www.dropbox.com/scl/fi/bgij251gfjrbulxy67h3z/.jpg?rlkey=qkjpzvqdp8iy0nck8hpwryz5e&raw=1,울라그치니 카르 호수,ウラークチヌイ・カール湖,乌拉赫尼卡尔湖,Озеро Улаагчны Хар,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,エルデネハイルカン・ソムの中心部から北東80kmに位置しています。標高は 1980 メートル、長さは 24 km、幅は 5 ～ 10 km です。,它位于额尔登内海尔汗苏姆中心东北80公里处。海拔1980米，长24公里，宽5-10公里。,"Расположен в 80 км к северо-востоку от центра сума Эрдэнехаирхан. Его высота 1980 метров над уровнем моря, длина 24 км, ширина 5-10 км."
276,1,Байгалийн үзэсгэлэнт газар,Хаг нуур,Khag Lake,Завхан,Zavkhan,Яруу,Yaruu,48.06832,96.61838,Яруу сумын төвөөс баруун өмнө зүгт 10 км зайтай оршино.,It is located 10 km southwest of the center of Yaruu soum.,https://www.dropbox.com/scl/fi/hcz2a7u97l56getcnbfys/.jpg?rlkey=yh7gn6mo51zp7aelbefm6mnvh&raw=1,카그 호수,カグ湖,卡格湖,Озеро Хаг,야루솜(Yaruu soum) 중심에서 남서쪽으로 10km 떨어진 곳에 위치해 있다.,ヤルー・ソムの中心部から南西10kmに位置する。,它位于亚鲁苏姆中心西南10公里处。,Расположен в 10 км к юго-западу от центра сума Яруу.
277,1,Байгалийн үзэсгэлэнт газар,Их маргаз уул (2095м),Ikh Margaz Mountain (2095m),Завхан,Zavkhan,Сантмаргац,Santmajgats,48.64108,94.90661,Сантмаргац сумын төвөөс баруун зүгт 38 км зайтай оршино.,It is located 38 km west of the center of Santmargats soum.,https://www.dropbox.com/scl/fi/c5myzfvfipguoycdhr1a0/.jpg?rlkey=tgtsbibxg2inv2gm83mpkldsu&raw=1,이크 마르가즈 산,イフ・マルガズ山,伊赫马尔加兹山,Гора Икх Маргаз,Santmargats soum 중심에서 서쪽으로 38km 떨어져 있습니다.,サンマルガツ・ソムの中心部から西​​に38kmに位置しています。,它位于桑特马加茨苏姆中心以西38公里处。,Он расположен в 38 км к западу от центра сума Сантмаргатс.
278,1,Байгалийн үзэсгэлэнт газар,Бага маргаз уул (1750м),Baga Margaz Mountain (1750m),Завхан,Zavkhan,Сантмаргац,Santmajgats,48.57574,94.77167,Сантмаргац сумын төвөөс баруун зүгт 50 км зайтай оршино.,It is located 50 km west of the center of Santmargats soum.,https://www.dropbox.com/scl/fi/08k64ah47zv2yupqp9ud6/.jpg?rlkey=qxhad0qv6kmrqs1o0lpomh6sn&raw=1,바가 마르가즈 산,バガ・マルガズ山,巴加马尔加兹山,Гора Бага Маргаз,Santmargats soum 중심에서 서쪽으로 50km 떨어져 있습니다.,サンマルガツ・スムの中心部から西​​に50kmに位置しています。,它位于桑特马加茨苏姆中心以西 50 公里处。,Он расположен в 50 км к западу от центра сума Сантмаргатс.
279,1,Байгалийн үзэсгэлэнт газар,Холбоо нуур,Kholboo Lake,Завхан,Zavkhan,Сантмаргац,Santmargats,48.58144,95.41892,Сантмаргац сумын төв Холбоо нуурын зүүн эрэгт оршино.,The center of Santmargats soum is located on the east bank of Lake Soyun.,https://www.dropbox.com/scl/fi/hv1brk4e443h8e5odbspv/.jpg?rlkey=mfg8d6tthf0xb2iydw1o26mai&raw=1,콜부 호수,コルブー湖,科尔布湖,Озеро Холбу,Santmargats soum의 중심은 Soyun 호수의 동쪽 기슭에 위치하고 있습니다.,サンマルガツ ソムの中心部はソユン湖の東岸にあります。,Santmargats soum 的中心位于索云湖东岸。,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.
280,1,Байгалийн үзэсгэлэнт газар,Хөх нуур,Khukh Lake,Завхан,Zavkhan,Алдархаан,Aldarkhaan,47.60194,97.34937889,Аймгийн төвөөс зүүн урагш 46 км зайтай оршино.,It is located 46 km southeast of the provincial center.,https://www.dropbox.com/scl/fi/oh9wbfdxcuk7w771b560c/.jpg?rlkey=d7fx4iqptw549j0nxhehsqbun&raw=1,쿠크 호수,クク湖,库克湖,Озеро Хух,지방 중심지에서 남동쪽으로 46km 떨어진 곳에 위치해 있다.,州の中心部から南東に 46 km に位置します。,位于省中心东南46公里处。,Он расположен в 46 км к юго-востоку от областного центра.
281,1,Байгалийн үзэсгэлэнт газар,Цэцэрлэгийн рашаан,Tsetserleg Mineral Water,Завхан,Zavkhan,Цагаанхайрхан,Tsagaankhairkhan,47.46124,97.33434,Цагаанхайрхан сумын төвөөс зүүн  зүгт 44 км зайтай оршино.,It is located 44 km east of the center of Tsagaankhairkhan soum.,,체체를렉 미네랄 워터,ツェツェルレグ ミネラルウォーター,采采勒格矿泉水,Минеральная вода «Цецерлег»,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,ツァガーンハイルハン・ソムから東に44kmに位置します。,它位于Tsagaankhairkhan Soum以东44公里处。,Он расположен в 44 км к востоку от сума Цагаанхайрхан.
282,1,Байгалийн үзэсгэлэнт газар,Шорвог нуур,Shorvog Lake,Завхан,Zavkhan,Түдэвтэй,Tudevtei,49.10414,96.49586,Түдэвтэй сумын төвөөс хойд зүгт 16 км зайтай оршино.,It is located 16 km north of the center of Tudevtei soum.,https://www.dropbox.com/scl/fi/v6bw609unonaoha32kz4g/.jpg?rlkey=knqif3qbi8m97jf8ezyq5kozc&raw=1,쇼보그 호수,ショーヴォーグ湖,绍尔沃格湖,Озеро Шорвог,Tudevtei soum 중심에서 북쪽으로 16km 떨어져 있습니다.,トゥデフテイ・ソウムの中心部から北に16kmに位置しています。,它位于Tudevtei soum中心以北16公里处。,Он расположен в 16 км к северу от центра сума Тудевтей.
283,1,Байгалийн үзэсгэлэнт газар,Ялайт нуур,Yalait Lake,Завхан,Zavkhan,Нөмрөг,Numrug,48.85745,96.94641,Нөмрөг сумын төвөөс баруун өмнө зүгт 1.2 км зайтай оршино.,It is located 1.2 km southwest of the center of Nomrug soum.,https://www.dropbox.com/scl/fi/h11rdryi7wrr8yqi95731/.jpg?rlkey=h7mmqrvcmabgifqhvisza5xb3&raw=1,얄라이트 호수,ヤライト湖,亚莱特湖,Озеро Ялайт,Nomrug soum 중심에서 남서쪽으로 1.2km 떨어져 있습니다.,ノムルグ・ソムの中心部から南西に1.2kmに位置しています。,它位于Nomrug soum中心西南1.2公里处。,"Расположен в 1,2 км к юго-западу от центра сума Номруг."
284,2,Түүхийн дурсгалт газар,Айраг нуурын хиргэсүүр,Airag Nuuryn Khirgesuur,Завхан ,Zavkhan,Сонгино,Songino,48.986639,96.095,Айраг нуурын цогцолбор дурсгал нь манай улсын нутагт бүртгэгдсэн хамгийн том дугуй хүрээтэй хиргисүүр юм. Сонгино сумын төвөөс 16.4 км зайтай оршино.,The Airag Lake complex monument is the largest circular-framed khirgisur monument recorded in our country. It is located 16.4 km from the center of Songino soum.,https://www.dropbox.com/scl/fi/pm4ev6dztj5f7wspziop7/.jpg?rlkey=x4thjto5yqb7jxiprc1dafo85&raw=1,아이락 누린 키르게수르,アイラグ・ヌーリン・キルゲスール,艾拉格·努伦·基格苏尔,Айраг Нуурын Хиргесуур,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,アイラグ湖複合記念碑は、我が国で記録されている最大の円形フレームのキルギスル記念碑です。ソンジーノ・ソムの中心部から16.4kmです。,艾拉格湖综合体纪念碑是我国有记录的最大的圆形框架吉尔吉苏尔纪念碑。距离松吉诺苏姆市中心有16.4公里。,"Комплексный монумент на озере Айраг является крупнейшим памятником Хиргисуру круглой формы, зарегистрированным в нашей стране. Он расположен в 16,4 км от центра сума Сонгино."
285,2,Түүхийн дурсгалт газар,Айргийн хүүхний гозгор,Airgiin Khuukhnii Gozgor,Орхон,Orkhon,Жаргалант,Jargalant,49.013,104.536,Жаргалант сумын төвөөс зүүн тийш 7км зайд орших Айргийн гозгор гэдэг нүцгэн уулын өвөрт орших Хүннүгийн хожуу үеийн бүлэг дурсгал нь том жижиг нийлсэн 90 гаруй бүлэг дурсгал юм.,"Located 7 km east of the center of Jargalant soum, on the slopes of a bare mountain called Airgiin Gozgor, the Late Hunnic Period group of monuments consists of more than 90 large and small monuments.",https://www.dropbox.com/scl/fi/ckav32qdyhcs2oqlj1iy5/.jpg?rlkey=kih0pyvfzs256z6jm04n7h86s&raw=1,에어긴 쿠크니 고즈고르,エアギイン・クークニ・ゴズゴル,艾尔吉因·库赫尼·戈兹戈尔,Аиргийн Хуухний Гозгор,자르갈란트 솜(Jargalant soum) 중심에서 동쪽으로 7km 떨어진 에어긴 고즈고르(Airgiin Gozgor)라는 맨산 기슭에 위치한 후기 훈족 기념물군은 90개 이상의 크고 작은 기념물로 구성되어 있습니다.,ジャルガラント スームの中心部から東 7 km、エアギイン ゴズゴルと呼ばれる裸山の斜面に位置する後期フンニ時代の記念碑群は、90 を超える大小の記念碑で構成されています。,匈奴晚期遗址群位于贾尔加兰特苏姆中心以东7公里处，位于一座名为Airgiin Gozgor的光秃秃的山坡上，由90多座大大小小的纪念碑组成。,"Расположенная в 7 км к востоку от центра сомона Джаргалант, на склонах голой горы Аиргийн Гозгор, группа памятников позднехуннского периода состоит из более чем 90 больших и малых памятников."
286,3,Түүхийн дурсгалт газар,Морины их шүтээн,The great idol of horses,Өвархангай ,Ovorkhangai,Тарагт,Taragt,46.16524,102.65879,Арвайхээр хотоос баруун өмнө зүгт 16.5 км зайтай оршино.,It is located 16.5  km eastwest of the center of Arvaikheer city.,https://www.dropbox.com/scl/fi/afcmm3irhrg9zrogjuwzx/.jpg?rlkey=lbpmgn33pphqqt57h2g4u3nd7&raw=1,말의 위대한 우상,馬の偉大な偶像,马的伟大偶像,Великий кумир лошадей,아르바이헤르(Arvaikheer) 시내 중심에서 동서쪽으로 16.5km 떨어진 곳에 위치해 있습니다.,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,它位于Arvaikheer市中心以东16.5公里处。,"Он расположен в 16,5 км к востоку-западу от центра города Арвайхеер."
