№,Point_type,Category,Category_eng,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Phone,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
429,9,Төмөр замын өртөө,Railway_Station,Зүүнхараа төмөр замын өртөө,Zuunkharaa Railway Station,Сэлэнгэ,Selenge,Зүүнхараа,Zuunkharaa,48.8571,106.45488,,https://www.dropbox.com/scl/fi/ga4il7fvhz8xet8o4y1d4/.jpg?rlkey=fq9xiqk3axka568l7hv126e3k&raw=1,주운하라 기차역,ズーンハラ駅,祖恩哈拉火车站,Железнодорожная станция Зуунхараа
430,9,Төмөр замын өртөө,Railway_Station,Сүхбаатар төмөр замын өртөө,Sukhbaatar Railway Station,Сэлэнгэ,Selenge,Сүхбаатар,Sukhbaatar,50.23699,106.1982,,https://www.dropbox.com/scl/fi/7ghhktgxi135ha9u3cs9k/.jpg?rlkey=3knclzgx3u8fxpkhgtx0s6dch&raw=1,수흐바타르 기차역,スフバートル駅,苏赫巴塔尔火车站,Железнодорожная станция Сухбаатар
431,6,Замын гуанз,Roadside_Diner,SS кофе шоп,SS Coffee shop,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,50.30876,106.15379,,,SS 커피숍,SSコーヒーショップ,SS咖啡店,Кофейня SS
432,6,Замын гуанз,Roadside_Diner,Atmosphere кофе шоп,Atmosphere Coffee Shop,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,50.30623,106.15296,99103596,https://www.dropbox.com/scl/fi/6s51igu4bhztzj3ofgize/.jpg?rlkey=lotp9i4d33is2chpfp4ymija5&raw=1,분위기 좋은 커피숍,雰囲気のあるコーヒーショップ,Atmosphere咖啡店,Кофейня Atmosphere
433,6,Замын гуанз,Roadside_Diner,M&B кафе,M&B cafe,Сэлэнгэ,Selenge,Алтанбулаг,Altanbulag,50.30127,106.15835,,,M&B 카페,M&Bカフェ,M&B咖啡馆,Кафе M&B
434,1,Жуулчны бааз,Tourist_Camp,JB Frame A Camp SB,JB Frame A Camp SB,Сэлэнгэ,Selenge,Шаамар,Shaamar,50.13507,106.20274,99243032,https://www.dropbox.com/scl/fi/94wu38bjc4yo6ost5aznh/JB-frame.jpg?rlkey=is6e6tdexg23xpg8ve1sw82x0&raw=1,JB 프레임 A 캠프 SB,JBフレームAキャンプSB,JB Frame A Camp SB,JB Frame A Camp SB
435,1,Жуулчны бааз,Tourist_Camp,Морин аялал ба гэр амралтын газар,Horseback riding and ger resort,Сэлэнгэ,Selenge,Шаамар,Shaamar,50.13284,106.2041,99499014,https://www.dropbox.com/scl/fi/zirrud1olh67mjdkr0ipp/.jpg?rlkey=fa0we5ylylkwnxkdy6lu5yla6&raw=1,승마 및 게르 리조트,乗馬とゲルリゾート,骑马和蒙古包度假村,Верховая езда и юртовый курорт
436,1,Жуулчны бааз,Tourist_Camp,Болор - Од амралт,Bolor-Od Resort,Сэлэнгэ,Selenge,Шаамар,Shaamar,50.1003,106.20336,88885790,https://www.dropbox.com/scl/fi/o2tw6jqh9qwrknsm1qy7w/.jpg?rlkey=s6iixaysafk7gy61lfqmiffwe&raw=1,볼로르-오드 리조트,ボロル・オド・リゾート,博洛尔奥德度假村,Курорт Болор-Од
437,1,Жуулчны бааз,Tourist_Camp,GEJUNA.T Camp,GEJUNA.T Camp,Сэлэнгэ,Selenge,Шаамар,Shaamar,50.11625,106.20142,95903557,https://www.dropbox.com/scl/fi/u5dswmlbmqbxpf29t2lyw/Gejuna.jpg?rlkey=gv1qsngwetnc90ebmg1gijh73&raw=1,게주나.T 캠프,GEJUNA.Tキャンプ,GEJUNA.T 营地,Лагерь GEJUNA.T
438,1,Жуулчны бааз,Tourist_Camp,Хүмүн кэмп,Humun Camp,Сэлэнгэ,Selenge,Жавхлант,Javkhlant,49.6699,106.04981,99226364,https://www.dropbox.com/scl/fi/5iyg8l69yvtrgco7ijwfa/.jpg?rlkey=b92oqix153i0syzq6alh9l7j5&raw=1,후문 캠프,フムンキャンプ,胡蒙营地,Лагерь Хумун
439,10,Шатахуун түгээх станц,Gas_Station,Дашваанжил Газ,Dashvaanjil Gas Fuel,Сэлэнгэ,Selenge,Баянгол,Bayangol,48.91691,106.07858,70003311,https://www.dropbox.com/scl/fi/70ficoe6eot73bvdq7tk9/1.jpg?rlkey=fxs2dtp942qfcpq73cprtw8i6&raw=1,다슈반질 가스 연료,ダシュヴァンジルガス燃料,达什瓦安吉尔燃气燃料,Газовое топливо Дашваанджил
440,10,Шатахуун түгээх станц,Gas_Station,Тэс петролеум ШТС,Tes Petroleum Cas Station,Сэлэнгэ,Selenge,Баянгол,Bayangol,48.89737,106.09771,,https://www.dropbox.com/scl/fi/041i0jsiel1ro98e1y8xh/.jpg?rlkey=7r2k6q5ogipu9rgify0lf8n54&raw=1,테스 석유 주유소,テス石油ガソリンスタンド,Tes石油加油站,Автозаправочная станция Тэс  Петролеум
441,10,Шатахуун түгээх станц,Gas_Station,Сод Монгол ШТС,Sod Mongol Gas Station,Сэлэнгэ,Selenge,Баянгол,Bayangol,48.88279,106.09078,,https://www.dropbox.com/scl/fi/2l6bmcpup49kigmwm2kh6/1.jpeg?rlkey=phjvk1cwvlgpjsuxhocixluof&raw=1,소드 몽골 주유소,ソッドモンゴルガソリンスタンド,索德蒙古加油站,Автозаправочная станция Сод Монгол
442,8,Хилийн боомт,Border_Crossing,Алтанбулаг хилийн боомт,Altanbulag Border Station,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.32212,106.48907,,https://www.dropbox.com/scl/fi/dbu4nrtymbw0qlli2uiyu/.jpg?rlkey=bi83rvsft4g305ob1d3830kni&raw=1,알탄불라그 국경 검문소,アルタンブラグ国境駅,阿坦布拉格边境站,Пограничный пункт Алтанбулаг
443,8,Хилийн боомт,Border_Crossing,Сүхбаатар хилийн боомт,Sukhbaatar Border Station,Сэлэнгэ ,Selenge,Алтанбулаг,Altanbulag,50.32837,106.10589,,https://www.dropbox.com/scl/fi/uw72avomqj367oghpudc2/.jpg?rlkey=nyq1bcb41bo1puu9wr8gwvv4b&raw=1,수흐바타르 국경역,スフバートル国境駅,苏赫巴托尔边境站,Пограничный пункт Сухбаатар
444,1,Жуулчны бааз,Tourist_Camp,Молор-эрдэнэ жуулчны бааз,Molor-Erdene Tourist Camp,Төв,Tuv,Аргалант,Argalant,47.8461,105.87444,88111316,https://www.dropbox.com/scl/fi/8r61iusedviviozly0x9s/.jpg?rlkey=ae5hcz6icmimfoy52cm7i04eo&raw=1,몰로르-에르데네 투어리스트 캠프,モロール エルデネ ツーリスト キャンプ,莫洛尔登旅游营地,Туристическая база Молор-Эрдэне
445,2,Амралтын газар,Resort,Молцог элс амралт,Moltsog Els Resort,Төв,Tuv,Аргалант,Argalant,47.8274,105.87303,99691217,https://www.dropbox.com/scl/fi/eyu8yaakv7e5r9nksix8c/.jpg?rlkey=gnqfenggo48sc0dhj5i6eil7w&raw=1,몰트소그 엘스 리조트,モルツォグ エルス リゾート,莫措格埃尔斯度假村,Мольцог Элс Резорт
446,1,Жуулчны бааз,Tourist_Camp,Номад хорс жуулчны бааз,Nomad Horse Camp,Төв,Tuv,Сэргэлэн,Sergelen,47.680229,107.156932,99093419,https://www.dropbox.com/scl/fi/zwgd3rq4mkx69dhg1ehej/.jpg?rlkey=22jx8ghue5sgkjwx3f234jsb1&raw=1,유목민 말 캠프,ノマド ホース キャンプ,游牧马营,Конный лагерь кочевников
447,1,Жуулчны бааз,Tourist_Camp,Юмт жуулчны бааз,Yumt Tourist Camp,Төв,Tuv,Сэргэлэн,Sergelen,47.685352,106.866151,90902726,https://www.dropbox.com/scl/fi/qxwh9qbqilas4j0o7prfz/.jpg?rlkey=fwre8v6s02nc62cokwxa1uod8&raw=1,윰트 투어리스트 캠프,ユムト ツーリスト キャンプ,尤姆特旅游营地,Туристический лагерь Юмт
448,1,Жуулчны бааз,Tourist_Camp,Говь мон жуулчны бааз,Gobi Mon Tourist Camp,Төв,Tuv,Сэргэлэн,Sergelen,47.58461,106.867283,,,고비몬 관광캠프,ゴビ モン ツーリスト キャンプ,戈壁蒙旅游营地,Туристический лагерь Гоби Мон
449,1,Жуулчны бааз,Tourist_Camp,М.а.р.с,M.A.R.S,Төв,Tuv,Сэргэлэн,Sergelen,47.678849,106.874967,,https://www.dropbox.com/scl/fi/cekgmazb2s0f42zsazcf8/.jpg?rlkey=llauwl2rm5eysect3r8nq6dhx&raw=1,화성,火星,火星,МАРС
450,2,Амралтын газар,Resort,Херо гэр бүлийн амралт,Hero Family Resort,Төв,Tuv,Сэргэлэн,Sergelen,47.73752,106.88654,99156695,https://www.dropbox.com/scl/fi/xv6k8vcee98jnda2fluhy/.jpg?rlkey=chynaar34p157xzboj1gz8cyw&raw=1,히어로 패밀리 리조트,ヒーロー ファミリー リゾート,英雄家庭度假村,Семейный курорт «Герои»
451,2,Амралтын газар,Resort,Баян-уул амралт,Bayan Uul Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.35619,106.83484,88017358,https://www.dropbox.com/scl/fi/qdwzlva704900iegelb8r/.jpeg?rlkey=34t9x0hjyhsz8sk9gdu4evbdf&raw=1,바얀 울 리조트,バヤン ウル リゾート,巴彦乌尔度假村,Баян Уул Резорт
452,2,Амралтын газар,Resort,Гоё байгаль амралт,Beatiful Nature Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.35406,106.83598,98116980,https://www.dropbox.com/scl/fi/qgtkqe8e74j4qi36s9atd/.jpg?rlkey=xomqdb76664ip9xxkv61ybtft&raw=1,아름다운 자연 리조트,ビューティフル ネイチャー リゾート,美丽的自然度假村,Красивый природный курорт
453,2,Амралтын газар,Resort,Зочны тохой амралт,Zochny Tokhoi Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.35228,106.83969,99089090,https://www.dropbox.com/scl/fi/va7h1ybkosm801fi9genm/.jpg?rlkey=kg7zxt1d0slzzl7e6pja310fj&raw=1,조크니 토호이 리조트,ゾチニー トコイ リゾート,佐赫尼托科伊度假村,Курорт Зочный Тохой
454,1,Жуулчны бааз,Tourist_Camp,Чампионс кэмп,Champions Camp,Төв,Tuv,Батсүмбэр,Batsumber,48.35379,106.84815,99190440,https://www.dropbox.com/scl/fi/2ei895q063b95wxjk3ead/.jpg?rlkey=ez5vo5ob7f13b6ygmro7869wh&raw=1,챔피언스 캠프,チャンピオンズキャンプ,冠军营,Лагерь Чемпионов
455,1,Жуулчны бааз,Tourist_Camp,Урт эрэг кэмп,Long Beach Mongolia Camp,Төв,Tuv,Батсүмбэр,Batsumber,48.34616,106.85044,88775312,https://www.dropbox.com/scl/fi/kulkrepf7h4815lau8mnv/.jpg?rlkey=tpjybfdiy16oon9h591lidxca&raw=1,롱비치 몽골캠프,ロングビーチ モンゴリア キャンプ,长滩蒙古营,Лагерь Лонг-Бич в Монголии
456,2,Амралтын газар,Resort,Буудай амралт,Buudai Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.34782,106.84634,88034451,https://www.dropbox.com/scl/fi/lxhfothwmcb2o4wfgkuwf/.jpg?rlkey=0p84i34otg2ref518hta82fn8&raw=1,부다이 리조트,ブウダイ リゾート,布戴度假村,Будай Резорт
457,2,Амралтын газар,Resort,Сайхан амралт,Saikhan Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.34324,106.84611,99960606,https://www.dropbox.com/scl/fi/qsz3grqi8xhowk69qgrkm/.jpg?rlkey=yp4jbmoejghtxr8wqfqtvb4m4&raw=1,사이칸 리조트,サイカン リゾート,塞汗度假村,Сайхан Резорт
458,1,Жуулчны бааз,Tourist_Camp,Скаут эко кэмп,Scout Eco Camp,Төв,Tuv,Батсүмбэр,Batsumber,48.34238,106.84706,11324171,https://www.dropbox.com/scl/fi/30cii2ho2aumy8wgpxe1d/.jpg?rlkey=4py7hcx580lc8ipc91mncqgki&raw=1,스카우트 에코캠프,スカウトエコキャンプ,童子军生态营,Скаутский Эко Лагерь
459,2,Амралтын газар,Resort,Мөнхбат амралт,Munkhbat Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.34149,106.8568,,,뭉크바트 리조트,ムンクバット リゾート,蒙克巴特度假村,Курорт Мунхбат
460,2,Амралтын газар,Resort,Амралтын газар,Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.33838,106.85463,,,의지,リゾート,采取,Прибегнуть
461,2,Амралтын газар,Resort,Амралт ээжүүд,Mothers Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.34124,106.85924,99291273,https://www.dropbox.com/scl/fi/xntrxk9gwsq0aivp64036/.jpg?rlkey=5wjk35kjvl91bamjajygffhuo&raw=1,마더스 리조트,マザーズ リゾート,母亲度假村,Матерский курорт
462,2,Амралтын газар,Resort,Намуун байгаль амралт,Namuun Baigal Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.33905,106.85915,,,나무운 바이갈 리조트,ナムウン バイガル リゾート,纳蒙拜加尔度假村,Намуун Байгал Резорт
463,2,Амралтын газар,Resort,Алтангадас амралт,Altangadas Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.3381,106.88225,,https://www.dropbox.com/scl/fi/o3rvx9e0e2n3ij5xdh3bm/.jpg?rlkey=ow18qsoj6qjdl7ar6xg30w40m&raw=1,알탄가다스 리조트,アルタンガダス リゾート,阿尔唐加达斯度假村,Альтангадас Резорт
464,3,Рашаан сувилал,Spa_Resort,Түшээ гүн сахарын рашаан,Tusheegun Healing Water,Төв,Tuv,Батсүмбэр,Batsumber,48.3362,106.89638,,https://www.dropbox.com/scl/fi/fh0cvb6t2pecan1skh4mk/.jpg?rlkey=u2jei6fkig6oa2y2bej79mxsv&raw=1,투시군 힐링 워터,トゥシーグン ヒーリング ウォーター,Tusheegun 疗愈水,Лечебная вода Тушихан
465,1,Жуулчны бааз,Tourist_Camp,Мөрөөдөл зуслан,Dream Camp,Төв,Tuv,Батсүмбэр,Batsumber,48.3282,106.88939,11312895,https://www.dropbox.com/scl/fi/lem0ywje2qjzlp6503qsz/.jpg?rlkey=qmh5fsi5v0h3wzuktkw3sx4kz&raw=1,드림캠프,ドリームキャンプ,梦想营,Лагерь Мечты
466,2,Амралтын газар,Resort,Баянгол эко амралт,Bayangol Eco Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.32862,106.89548,97130108,https://www.dropbox.com/scl/fi/h2d7rawaiufsheolm0hnr/.jpg?rlkey=6ymtfbprbej6e5b2adr094a84&raw=1,바양골 에코 리조트,バヤンゴル エコ リゾート,巴彦高勒生态度假村,Баянгол Эко Резорт
467,2,Амралтын газар,Resort,Эко монгол амралт,Ecomongol Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.32646,106.89786,97130108,https://www.dropbox.com/scl/fi/9xrz9op0d6zej4kao906j/.jpg?rlkey=ijs1sa9mvd24ej7aod2utl7f1&raw=1,에코몽골 리조트,エコモンゴル リゾート,生态蒙古度假村,Экомонгол Резорт
468,2,Амралтын газар,Resort,Мөнхжин амралт,Munkjin Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.42633,106.75967,95094012,https://www.dropbox.com/scl/fi/2z62rwn745jjz2jdybmlz/.jpg?rlkey=ja5xaoacpydgztupizcurrefp&raw=1,문진리조트,文津リゾート,芒克津度假村,Мункджин Резорт
469,2,Амралтын газар,Resort,Баянбуурал амралт,Bayanbuural Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.47542,106.80882,95991959,https://www.dropbox.com/scl/fi/3n5llhanyx9wi4t100xk3/.jpg?rlkey=0z7ibyn49yb901xye1to9mm6a&raw=1,바얀부랄 리조트,バヤンブーラル リゾート,巴彦布拉尔度假村,Баянбуурал Резорт
470,2,Амралтын газар,Resort,Баянбайгаль амралт,Bayanbaigal Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.47465,106.81364,99051599,https://www.dropbox.com/scl/fi/n853gihvdqe1vn63128kf/.jpg?rlkey=o1imrr4u5n962jfihriuvr3za&raw=1,바얀바이갈 리조트,バヤンバイガル リゾート,巴彦拜加尔度假村,Курорт Баянбайгал
471,2,Амралтын газар,Resort,Баянхангай амралт,Bayankhangai Resort,Төв,Tuv,Батсүмбэр,Batsumber,48.47319,106.80836,95053868,https://www.dropbox.com/scl/fi/gvbajne0m3xtj208sjoe0/.jpg?rlkey=5e69l03vyj526qujg44974eyw&raw=1,바양항가이 리조트,バヤンハンガイ リゾート,巴彦坎艾度假村,Курорт Баянхангай
472,2,Амралтын газар,Resort,Цоомоо амралт,Tsoomoo,Төв,Tuv,Батсүмбэр,Batsumber,48.47214,106.80252,,,쯔무,ツォーモー,楚穆,Цомоо
473,6,Замын гуанз,Roadside_Diner,Урьхан Борнуур хоолны газар,Urkhan Bornuur Restaurant,Төв,Tuv,Борнуур,Bornuur,48.47303,106.18328,,https://www.dropbox.com/scl/fi/qori88aj8hgz3dmztqyc5/.jpg?rlkey=lmm59jbxy2fpv693x512c8qqj&raw=1,우르칸 보르누르 레스토랑,ウルハン・ボルヌール・レストラン,乌尔汗·博尔努尔餐厅,Ресторан Урхан Борнуур
474,2,Амралтын газар,Resort,Нархан амралт,Narkhan Resort,Төв,Tuv,Мөнгөнморьт,Mungunmorit,47.98648,108.49332,99829872,https://www.dropbox.com/scl/fi/8673espqx373st6k42054/.jpg?rlkey=7d08jkqs63v4ol0sc767n5maj&raw=1,나르칸 리조트,ナルカン リゾート,纳尔坎度假村,Нархан Резорт
475,2,Амралтын газар,Resort,Хаан хэрлэн амралт,Khaan Kherlen Resort,Төв,Tuv,Мөнгөнморьт,Mungunmorit,48.04089,108.5855,99119666,,칸 케를렌 리조트,カーン ケレン リゾート,可汗克鲁伦度假村,Хаан Херлен Резорт
476,2,Амралтын газар,Resort,Мөнгөн агт амралт,Mungun Agt Resort,Төв,Tuv,Мөнгөнморьт,Mungunmorit,48.11683,108.70009,88077599,https://www.dropbox.com/scl/fi/iwwryfclmhy14eid0ov62/.jpg?rlkey=n6ose66fr2u94fonzm61fdtky&raw=1,문군 AGT 리조트,ムングン Agt リゾート,蒙贡阿格特度假村,Мунгун Агт Резорт
477,1,Жуулчны бааз,Tourist_Camp,Монголын нууц товчоо жуулчны бааз,Mongolian Secret History Camp,Төв,Tuv,Жаргалант,Jargalant,48.52219,106.06317,99096841,https://www.dropbox.com/scl/fi/1fo2zcnv66tbt16yivld1/.jpg?rlkey=e3a7h80fyn3w7132f8hh5f6kd&raw=1,몽골 비밀역사캠프,モンゴル秘密歴史キャンプ,蒙古秘史营,Монгольский секретный исторический лагерь
478,1,Жуулчны бааз,Tourist_Camp,H хаус их-ам кэмп,H House Ikh-Am,Төв,Tuv,Налайх,Nalaikh,47.818049,107.304339,,,H 하우스 익암,H ハウス イカムアム,H House 伊克阿姆,H Дом Их-Ам
479,1,Жуулчны бааз,Tourist_Camp,Тэрэлж гэр гэст хаус,Terelj Ger Guesthouse,Төв,Tuv,Налайх,Nalaikh,47.826993,107.326449,,,테렐지 게르 게스트하우스,テレルジ ゲル ゲストハウス,特日勒吉格尔旅馆,Гостевой дом Терель Гер
480,2,Амралтын газар,Resort,Хас өргөө амралт,Khas Urguu Resort,Tөв,Tuv,Эрдэнэ,Erdene,47.88168,107.61563,80020252,https://www.dropbox.com/scl/fi/f9y5ls82a44o5shntxf11/.jpg?rlkey=5nfgbcyttbtr3dvsxz3o92gsg&raw=1,카스 우르구 리조트,カシュ ウルグー リゾート,卡斯乌尔古度假村,Курорт Хас Ургуу
481,2,Амралтын газар,Resort,Шүтээн амралт,Shuteen Resort,Tөв,Tuv,Эрдэнэ,Erdene,47.88302,107.61502,88889246,https://www.dropbox.com/scl/fi/7jivh2ssnlwmzudu5mhpy/.jpg?rlkey=1spq8ddvurbgvm6xmxn1k03e1&raw=1,슈틴 리조트,シュティーン リゾート,树亭度假村,Курорт Шутин
482,5,Хүүхдийн зуслан,Children_Summer_Camp,Сүүринг гране зуны зуслан,Soaring Grane Summer Camp,Tөв,Tuv,Эрдэнэ,Erdene,47.88338,107.64224,95330783,https://www.dropbox.com/scl/fi/bu79wju9fm2tm810yz7z0/.jpg?rlkey=2qq4hxdmx8blx5ivsi757ho25&raw=1,소어링그레인 여름캠프,ソアリング グラン サマー キャンプ,翱翔格拉恩夏令营,Летний лагерь Soaring Grane
