№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
148,2,Түүхийн дурсгалт газар,Бөмбөг дэлбэрсэн ул мөр,Bombing Trace,Дорнод,Dornod,Халхгол,Khalkhgol,47.70092,118.55413,Халх гол сумын төвөөс баруун хойд зүгт 11.5 км зайтай оршино.,It is located 11.5 km northwest of the center of Khalkh Gol soum.,Nature/Луут хотын туурь.jpeg,,,,,,,,,
149,1,Байгалийн үзэсгэлэнт газар,Буйр нуур,Buir Lake,Дорнод,Dornod,Халхгол,Khalkhgol,47.78282,117.68649,"Зүүн хойноос баруун урагш 40 километр,  өргөн нь 21 километр, эргийн шугамын урт 113 километр. Далайн түвшнээс дээш 581 метр өндөрт байна.","It is 40 kilometers long from northeast to southwest, 21 kilometers wide, and has a coastline of 113 kilometers. It is 581 meters above sea level.",Nature/Магсаржав.jpg,,,,,,,,,
150,3,Шашны дурсгалт газар,Бурхант хад,Burkhant Rock,Дорнод,Dornod,Баяндун,Bayandun,48.99143,113.40843,Баяндун сумын төвөөс зүүн өмнө зүгт 40 км зайтай оршино. ,It is located 40 km southeast of the center of Bayandun soum.,Nature/Малчин оргил.jpg,,,,,,,,,
151,1,Байгалийн үзэсгэлэнт газар,Галуут нуур,Galuut Lake,Дорнод,Dornod,Чулуунхороот,Chuluunkhroot,49.75047,115.2769,Чулуунхороот сумын төвөөс баруун өмнө  зүгт 33 км зайтай оршино. ,It is located 33 km southwest of the center of Chuluunkhoroot soum.,Nature/Мандал толгой.jpg,,,,,,,,,
152,1,Байгалийн үзэсгэлэнт газар,Гурваны нуур,Gurvan Nuur Lake,Дорнод,Dornod,Баянтүмэн,Bayantumen,48.18698,114.43628,Чойбалсан хотоос  хойд зүгт 14 км зайтай оршино. ,It is located 14 km north of Choibalsan city.,Nature/Манзушир хийд.jpg,,,,,,,,,
153,2,Түүхийн дурсгалт газар,Дандар баатрын хөшөө,Dandar Hero Statue,Дорнод,Dornod,Халхгол,Khalkhgol,47.70918,118.54864,Халх гол сумын төвөөс баруун хойд зүгт 12.5 км зайтай оршино.,It is located 12.5 km northwest of the center of Khalkh Gol soum.,Nature/Могойн шинэ ус туурь.jpg,,,,,,,,,
154,2,Түүхийн дурсгалт газар,Ерин баатрын хөшөө,90 Heroes Monument,Дорнод,Dornod,Халхгол,Khalkhgol,47.71165,118.56549,Халх гол сумын төвөөс баруун хойд зүгт 12.5 км зайтай оршино.,It is located 12.5 km northwest of the center of Khalkh Gol soum.,Nature/Модон хүй.jpg,,,,,,,,,
155,3,Шашны дурсгалт газар,Их бурхант,Ikh Burkhant ,Дорнод,Dornod,Халхгол,Khalkhgol,47.87385,118.45103,Халх гол сумын төвөөс баруун хойд зүгт 118 км зайтай оршино.,It is located 118 km northwest of the center of Khalkh Gol soum.,Nature/Мойлтын тохой суьилал.jpg,,,,,,,,,
156,1,Байгалийн үзэсгэлэнт газар,Их газрын чулуу,Ikh Gazriin Chuluu,Дорнод,Dornod,Баяндун,Bayandun,49.08071,113.13204,Баяндун сумын төвөөс баруун өмнө зүгт 53 км зайтай оршино. ,It is located 53 km southwest of the center of Bayandun soum.,Nature/Молцог элс.jpg,,,,,,,,,
157,1,Байгалийн үзэсгэлэнт газар,Сүмийн нуур,Sumiin Nuur Lake,Дорнод,Dornod,Гурванзагал,Gurvanzagal,49.12828,114.82616,Гурванзагал сумын төвөөс баруун урд зүгт 2.5 км зайтай оршино,It is located 2.5 km southwest of the center of Gurvanzagal soum.,Nature/Монгол орны газарзүйн төв цэг.jpg,,,,,,,,,
158,2,Түүхийн дурсгалт газар,То вангийн хүүхдийн овоо,To Vangiin Huuhdiin Ovoo,Дорнод,Dornod,Халхгол,Khalkhgol,47.86408,118.47193,Халх гол сумын төвөөс баруун хойд зүгт 116 км зайтай оршино.,It is located 116 km northwest of the center of Khalkh Gol soum.,Nature/Монгол хатдын өргөө.jpg,,,,,,,,,
159,1,Байгалийн үзэсгэлэнт газар,Тэмээн уулын агуй,Temeen Uul Cave,Дорнод,Dornod,Баяндун,Bayandun,49.03687,113.28454,Баяндун сумын төвөөс зүүн хойд зүгт 27.5 км зайтай оршино.,It is located 27.5 km northeast of the center of Bayandun soum.,Nature/Монгол элс.jpg,,,,,,,,,
160,1,Байгалийн үзэсгэлэнт газар,Утаат минчүүр рашаан,Utaat Minchuur Mineral Water,Дорнод,Dornod,Чойбалсан,Choibalsan,48.71666,115.08228,Чойбалсан хотоос  зүүн хойд зүгт 40 км зайтай оршино. ,It is located 40 km northeast of Choibalsan city.,Nature/Монголын анхны театрын туурь.jpg,,,,,,,,,
161,2,Түүхийн дурсгалт газар,Хал голын ялалтын хөшөө,Khalkh River Victory Statue,Дорнод,Dornod,Халхгол,Khalkhgol,47.63496,118.59919,Халх гол сумын төвөөс баруун хойд зүгт 1.5 км зайтай оршино.,It is located 1.5 km northwest of the center of Khalkh Gol soum.,Nature/Монголын нууц товчооны гэрэлт хөшөө.jpg,,,,,,,,,
162,2,Түүхийн дурсгалт газар,Ханан хөшөө,Khanan Khushuu,Дорнод,Dornod,Халхгол,Khalkhgol,47.81996,118.53907,Халх гол сумын төвөөс баруун хойд зүгт 25.5 км зайтай оршино.,It is located 25.5 km northwest of the center of Khalkh Gol soum.,Nature/Морины их шүтээн.jpg,,,,,,,,,
163,2,Түүхийн дурсгалт газар,"Хувьсгалт цэргийн хөшөө, дурсгал",Revolutionary Soldier Monument,Дорнод,Dornod,Халхгол,Khalkhgol,47.73447,118.52768,Халх гол сумын төвөөс баруун хойд зүгт 16 км зайтай оршино.,It is located 16 km northwest of the center of Khalkh Gol soum.,Nature/Морины хөшөө БЦ.jpg,,,,,,,,,
164,2,Түүхийн дурсгалт газар,Хуягт машин,Khuyagt Mashin,Дорнод,Dornod,Халхгол,Khalkhgol,47.72701,118.64149,Халх гол сумын төвөөс 16 км зайтай оршино.,It is located 16 km from the center of Khalkh Gol soum.,Nature/Мухартын гол.jpg,,,,,,,,,
165,1,Байгалийн үзэсгэлэнт газар,Хүрхрээ,Khurkhree,Дорнод,Dornod,Халхгол,Khalkhgol,47.06976,119.13491,Халх гол сумын төвөөс зүүн өмнө зүгт 92 км зайтай Дэлгэр гол дээр оршино.,"It is located on the Delger River, 92 km southeast of the center of Khalkh Gol soum.",Nature/Мэлхий хад.jpg,,,,,,,,,
166,2,Түүхийн дурсгалт газар,Хэрлэн барс хотын туурь,Kherlen Bars Ruin,Дорнод,Dornod,Цагаан-Овоо,Tsagaan-Ovoo,48.05493,113.36421,Чойбалсан хотоос  баруун  зүгт 86 км зайтай оршино. ,It is located 86 km west of Choibalsan city.,Nature/Мэлхий хад1.jpg,,,,,,,,,
167,1,Байгалийн үзэсгэлэнт газар,Цагаан нуур,Tsagaan Lake,Дорнод,Dornod,Сэргэлэн,Sergelen,48.505,113.915,Сэргэлэн сумын төвөөс баруун зүгт 7.5 км зайтай оршино.,It is located 7.5 km west of the center of Sergelen soum.,Nature/Мянган ямаат уул.jpg,,,,,,,,,
168,2,Түүхийн дурсгалт газар,Шонх таван толгойн хүн чулуу,Shonkh Tavan Tolgoi Khun Chuluu,Дорнод,Dornod,Халхгол,Khalkhgol,47.96425,118.15927,Халх гол сумын төвөөс баруун хойд  зүгт 53 км зайтай оршино.,It is located 53 km northwest of the center of Khalkh Gol soum.,Nature/Мөнххайрхан уул.jpg,,,,,,,,,
169,2,Түүхийн дурсгалт газар,Яковлевийн танкт хөшөө,Yakovlev Statue,Дорнод,Dornod,Халхгол,Khalkhgol,47.81355,118.54736,Халх гол сумын төвөөс баруун хойд зүгт 24.5 км зайтай оршино.,It is located 24.5 km northwest of the center of Khalkh Gol soum.,Nature/Мөст агуй.jpg,,,,,,,,,
170,1,Байгалийн үзэсгэлэнт газар,Яхь нуур,Yakh Lake,Дорнод,Dornod,Сэргэлэн,Sergelen,48.63701,114.42385,Сэргэлэн сумын төвөөс зүүн хойд зүгт 113 км зайтай оршино. Далайн түвшнээс дээш 660 метр өндөрт байна. ,It is located 113 km northeast of the center of Sergelen soum. It is 660 meters above sea level.,Nature/Мөөмтэй овоо.jpg,,,,,,,,,
171,1,Байгалийн үзэсгэлэнт газар,Сүмбэрийн цагаан нуур,Sumber White Lake,Дорнод,Dornod,Халхгол,Khalkhgol,47.57549,118.63437,Халх гол сумын төвөөс өмнө зүгт 6 км зайтай оршино.,It is located 6 km south of the center of Khalkhgol soum.,Nature/Найрамдал оргил.jpg,,,,,,,,,
172,1,Байгалийн үзэсгэлэнт газар,Нөмрөгийн дархан цаазат газар,Numrug Strictly Protected Area ,Дорнод,Dornod,Халхгол,Khalkhgol,46.81965,119.51112,Тус бүс нутагт Хянганы нурууны ойт хээрээс Төв Азийн хуурай хээрт шилжих шилжилтийн онцлогийг онгон төрхөөр нь үзэж танилцах боломжтой цорын ганц нутаг юм. Халх гол сумын төвөөс зүүн өмнө зүгт 80 км зайтай оршино.,t is the only place in the region where you can experience the transition from the forest-steppe of the Khyangan Mountains to the dry steppes of Central Asia in its pristine form.,Nature/Найрамдал толгой.jpg,,,,,,,,,
173,1,Байгалийн үзэсгэлэнт газар,Дорнод Монголын дархан цаазат газар,Dornod Mongol Strictly Protected Area ,Дорнод,Dornod,Халхгол,Khalkhgol,46.63172,117.1023,"Төв Азийн хялганат хээрийн хэв шинжийг бүрэн харуулсан, онгон байдлаа хадгалж үлдсэн, цагаан зээрийн нүүдэллэх газар юм.","It is a pristine, pristine, and migratory place for the white-tailed deer, fully reflecting the rugged steppe nature of Central Asia.",Nature/Ногоон морьт.jpg,,,,,,,,,
174,1,Байгалийн үзэсгэлэнт газар,Вангийн цагаан уул,Vangiin Tsagaan Mountain,Дорнод,Dornod,"Халхгол, Матад","Khalkhgol, Matad",46.67105,116.99389,"Далайн түвшнээс дээш 1099 метр өргөгдсөн Халгол, Матад сумдын яг хийлийн зааг дээр оршино.","It is located right on the border of Khalgol and Matad sums, at an elevation of 1,099 meters above sea level.",Nature/Ногоон нуур.jpg,,,,,,,,,
175,1,Байгалийн үзэсгэлэнт газар,Баруун баян нуур,Baruun Bayan Lake,Дорнод ,Dornod,Сэргэлэн,Sergelen,48.41029,114.07909,Сэргэлэн сумын төвөөс 15.5 км зайтай оршино.,It is located 15.5 km from the center of Sergelen soum.,Nature/Нэмэгтийн хөндий.jpg,,,,,,,,,
176,4,Бусад,Соёлз уулын модот хамар,Soyolz Uulyn Modot Khamar,Дорнод ,Dornod,Халхгол,Khalkhgol,46.722,119.931,Монгол улсын зүүн захын цэг.,The easternmost point of Mongolia.,Nature/Нөмрөгийн дархан цаазат газар.jpg,,,,,,,,,
177,1,Байгалийн үзэсгэлэнт газар,Халх гол,Khalkh River,Дорнод ,Dornod,Халхгол,Khalkhgol,47.78272,118.56445,"Их Хянганы нуруунаас эх авч, 233 километр урсаад Буйр нуурт цутгадаг. Хөлөнбуйрын дундуур урсаж Монголын газар нутагт орж ирээд, Дорнод аймгийн Халхгол сумын нутгаар урсдаг. Төгсгөл хэсэг нь хоёр салаалдаг бөгөөд нэг нь Буйр нуурын баруун хойд хэсэгт цутгана. Гэтэл нөгөө салаа нь  Буйр нуурын яг хойноос эх авч урсах Орчун голд нийлж явсаар хятадын Хөлөн нуурт цутгадаг.","It originates in the Great Khyangan Range and flows for 233 kilometers before emptying into Lake Buir. It flows through the Khulunbuir and enters Mongolian territory, flowing through the Khalkhgol ​​soum of Dornod aimag. Its final section branches into two, one of which flows into the northwest part of Lake Buir. The other branch, however, merges with the Orchun River, which originates just west of Lake Buir, and flows into Lake Hulon in China.",Nature/Ойгон нуур.jpg,,,,,,,,,
